"","ID","Filial","Cidade","Tipo de consumidor","Gênero","Linha de produto","Preço Unitário","Quantidade","Imposto","Total","Data","Hora","Pagamento","Porcentagem de renda","Avaliação"
"167","234-65-2137","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",507.5298,10,253.7649,5123.088,"1/16/2019","13:32","Dinheiro",47.79,4.8
"168","687-47-8271","A","Yangon","Normal","Masculino","Acessórios de moda",525.5838,10,262.7919,5305.328,"02/08/2019","16:20","Cartão de crédito",49.49,8.7
"169","796-32-9050","A","Yangon","Normal","Masculino","Acessórios de moda",272.2968,6,81.68904,1649.1648,"1/19/2019","16:31","Dinheiro",15.384,6.5
"170","105-31-1824","A","Yangon","Membro","Masculino","Viagens e sports",369.1512,7,129.20292,2608.3904,"02/01/2019","15:10","Cartão de crédito",24.332,8.5
"171","249-42-3782","A","Yangon","Normal","Masculino","Saúde e beleza",371.7531,5,929.38275,2033.7905,"01/03/2019","11:36","Carteira eletrônica",175.025,5.5
"172","316-55-4634","B","Mandalay","Membro","Masculino","Acessórios de moda",425.0655,5,1062.66375,2325.4525,"1/26/2019","12:45","Cartão de crédito",200.125,9.4
"173","733-33-4967","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",110.7135,8,44.2854,894.048,"03/03/2019","19:17","Dinheiro",8.34,6.3
"174","608-27-6295","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",280.8459,6,84.25377,1700.9424,"1/19/2019","17:34","Cartão de crédito",15.867,9.8
"175","414-12-7047","B","Mandalay","Normal","Masculino","Acessórios de moda",105.0849,8,42.03396,848.5952,"1/18/2019","12:04","Carteira eletrônica",7.916,8.7
"176","827-26-2100","A","Yangon","Membro","Masculino","Lar e estilo de vida",179.6904,9,80.86068,1632.4416,"3/21/2019","16:21","Carteira eletrônica",15.228,8.8
"177","175-54-2529","A","Yangon","Membro","Masculino","Acessórios de moda",117.7227,8,47.08908,950.6496,"03/03/2019","17:01","Cartão de crédito",8.868,9.6
"178","139-52-2867","C","Naypyitaw","Normal","Feminino","Acessórios de moda",119.5281,7,418.34835,915.4817,"2/13/2019","10:50","Cartão de crédito",78.785,4.8
"179","407-63-8975","A","Yangon","Normal","Masculino","Acessórios de moda",392.3028,6,117.69084,2375.9808,"3/23/2019","19:16","Carteira eletrônica",22.164,4.4
"180","342-65-4817","C","Naypyitaw","Membro","Masculino","Saúde e beleza",460.908,3,69.1362,1395.744,"1/28/2019","16:47","Carteira eletrônica",13.02,9.9
"181","130-98-8941","C","Naypyitaw","Normal","Masculino","Acessórios de moda",341.2206,7,119.42721,2411.0352,"02/09/2019","10:00","Dinheiro",22.491,5.7
"182","434-83-9547","C","Naypyitaw","Membro","Masculino","Acessórios de moda",204.2757,8,81.71028,1649.5936,"1/23/2019","11:51","Dinheiro",15.388,7.7
"183","851-28-6367","A","Yangon","Membro","Masculino","Viagens e sports",82.305,10,41.1525,830.8,"3/23/2019","10:55","Carteira eletrônica",7.75,8
"184","824-88-3614","C","Naypyitaw","Normal","Masculino","Saúde e beleza",182.1861,8,72.87444,1471.2128,"1/25/2019","15:00","Carteira eletrônica",13.724,5.7
"185","586-25-0848","A","Yangon","Normal","Feminino","Viagens e sports",65.5254,7,22.93389,462.9968,"03/04/2019","11:19","Cartão de crédito",4.319,6.7
"186","895-66-0685","B","Mandalay","Membro","Masculino","Acessórios de moda",96.0048,3,14.40072,290.7264,"03/05/2019","19:46","Carteira eletrônica",2.712,8
"187","305-14-0245","B","Mandalay","Membro","Feminino","Lar e estilo de vida",501.7419,8,200.69676,4051.7312,"03/03/2019","19:00","Carteira eletrônica",37.796,7.5
"188","732-04-5373","B","Mandalay","Membro","Masculino","Lar e estilo de vida",246.7557,4,49.35114,996.3168,"02/08/2019","10:53","Dinheiro",9.294,7
"189","400-60-7251","A","Yangon","Normal","Masculino","Lar e estilo de vida",393.3117,1,196.65585,430.3467,"02/10/2019","12:50","Carteira eletrônica",37.035,9.9
"190","593-65-1552","C","Naypyitaw","Normal","Feminino","Lar e estilo de vida",370.6911,4,74.13822,1496.7264,"1/28/2019","20:50","Cartão de crédito",13.962,5.9
"191","284-34-9626","B","Mandalay","Normal","Feminino","Lar e estilo de vida",409.0824,3,61.36236,1238.8032,"02/11/2019","10:39","Cartão de crédito",11.556,7.2
"192","437-58-8131","B","Mandalay","Normal","Feminino","Acessórios de moda",390.3912,2,39.03912,788.1344,"1/15/2019","13:41","Carteira eletrônica",7.352,4.6
"193","286-43-6208","C","Naypyitaw","Normal","Feminino","Acessórios de moda",466.218,9,209.7981,4235.472,"3/16/2019","19:08","Dinheiro",39.51,9.2
"194","641-43-2399","B","Mandalay","Normal","Masculino","Lar e estilo de vida",135.6705,4,27.1341,547.792,"1/26/2019","20:23","Carteira eletrônica",5.11,5.7
"195","831-07-6050","A","Yangon","Normal","Masculino","Acessórios eletrônicos",173.6901,5,434.22525,950.2255,"3/19/2019","11:30","Cartão de crédito",81.775,9.9
"196","556-86-3144","C","Naypyitaw","Membro","Feminino","Acessórios de moda",394.4799,1,197.23995,431.6249,"1/13/2019","19:30","Dinheiro",37.145,5
"197","848-24-9445","C","Naypyitaw","Membro","Masculino","Saúde e beleza",232.047,2,23.2047,468.464,"3/26/2019","18:03","Dinheiro",4.37,4.9
"198","856-22-8149","A","Yangon","Normal","Feminino","Lar e estilo de vida",134.2899,1,67.14495,146.9349,"3/23/2019","10:13","Carteira eletrônica",12.645,6.1
"199","699-01-4164","C","Naypyitaw","Normal","Masculino","Saúde e beleza",220.365,4,44.073,889.76,"03/12/2019","19:58","Cartão de crédito",8.3,8.2
"200","420-11-4919","C","Naypyitaw","Membro","Feminino","Acessórios de moda",379.0809,5,947.70225,2073.8795,"2/17/2019","19:57","Cartão de crédito",178.475,5.5
"201","606-80-4905","C","Naypyitaw","Membro","Feminino","Viagens e sports",101.6865,6,30.50595,615.864,"1/29/2019","10:01","Cartão de crédito",5.745,6.8
"202","542-41-0513","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",305.2719,4,61.05438,1232.5856,"3/15/2019","11:57","Dinheiro",11.498,6.6
"203","426-39-2418","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",326.0871,7,1141.30485,2497.5447,"1/14/2019","10:02","Dinheiro",214.935,9.8
"204","875-46-5808","B","Mandalay","Membro","Masculino","Saúde e beleza",137.529,10,68.7645,1388.24,"02/06/2019","14:51","Carteira eletrônica",12.95,8.7
"205","394-43-4238","B","Mandalay","Membro","Masculino","Lar e estilo de vida",94.3587,5,235.89675,516.2185,"2/15/2019","12:42","Cartão de crédito",44.425,5.4
"206","749-24-1565","A","Yangon","Normal","Feminino","Saúde e beleza",122.2893,9,550.30185,1204.2387,"01/03/2019","12:02","Carteira eletrônica",103.635,7.9
"207","672-51-8681","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",353.9115,9,1592.60175,3485.1285,"01/04/2019","18:19","Cartão de crédito",299.925,9.7
"208","263-87-5680","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",151.4943,10,75.74715,1529.208,"3/18/2019","17:38","Carteira eletrônica",14.265,7.8
"209","573-58-9734","B","Mandalay","Normal","Feminino","Acessórios de moda",161.2647,3,241.89705,529.3491,"3/28/2019","13:41","Carteira eletrônica",45.555,5.1
"210","817-69-8206","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",529.5663,9,2383.04835,5214.8817,"03/02/2019","19:42","Cartão de crédito",448.785,6.5
"211","888-02-0338","A","Yangon","Normal","Masculino","Acessórios eletrônicos",139.2813,9,626.76585,1371.5667,"1/25/2019","20:24","Carteira eletrônica",118.035,5.9
"212","677-11-0152","C","Naypyitaw","Normal","Feminino","Acessórios de moda",495.2106,9,222.84477,4498.8624,"1/16/2019","18:08","Dinheiro",41.967,8.8
"213","142-63-6033","B","Mandalay","Normal","Masculino","Lar e estilo de vida",490.4316,5,122.6079,2475.248,"3/20/2019","19:17","Carteira eletrônica",23.09,4.9
"214","656-16-1063","B","Mandalay","Normal","Masculino","Viagens e sports",246.4902,3,36.97353,746.4336,"01/04/2019","13:24","Cartão de crédito",6.963,4.4
"215","891-58-8335","B","Mandalay","Membro","Feminino","Viagens e sports",157.2291,7,550.30185,1204.2387,"03/11/2019","15:53","Dinheiro",103.635,6.5
"216","802-43-8934","A","Yangon","Normal","Masculino","Lar e estilo de vida",97.0668,1,4.85334,97.9808,"3/22/2019","15:05","Cartão de crédito",0.914,8.3
"217","560-30-5617","B","Mandalay","Normal","Feminino","Viagens e sports",131.5287,5,328.82175,719.5685,"3/24/2019","18:27","Dinheiro",61.925,8.5
"218","319-74-2561","A","Yangon","Membro","Feminino","Acessórios eletrônicos",502.5384,3,75.38076,1521.8112,"2/21/2019","16:55","Dinheiro",14.196,5.5
"219","549-03-9315","B","Mandalay","Normal","Masculino","Acessórios de moda",503.7597,8,201.50388,4068.0256,"02/12/2019","12:58","Carteira eletrônica",37.948,8.7
"220","790-29-1172","B","Mandalay","Normal","Feminino","Acessórios de moda",304.4754,3,45.67131,922.0272,"03/10/2019","18:59","Cartão de crédito",8.601,7.9
"221","239-36-3640","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",240.8085,6,72.24255,1458.456,"1/31/2019","13:44","Carteira eletrônica",13.605,6.1
"222","468-01-2051","B","Mandalay","Normal","Masculino","Acessórios de moda",329.6448,7,115.37568,2329.2416,"03/06/2019","13:46","Carteira eletrônica",21.728,5.4
"223","389-25-3394","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",62.7111,5,156.77775,343.0805,"2/17/2019","18:06","Dinheiro",29.525,9.4
"224","279-62-1445","C","Naypyitaw","Membro","Feminino","Acessórios de moda",66.5874,1,3.32937,67.2144,"2/21/2019","12:38","Dinheiro",0.627,8.2
"225","213-72-6612","A","Yangon","Normal","Masculino","Acessórios de moda",229.6575,2,22.96575,463.64,"3/20/2019","15:56","Dinheiro",4.325,6.2
"226","746-68-6593","C","Naypyitaw","Membro","Feminino","Viagens e sports",462.8196,2,46.28196,934.3552,"01/11/2019","14:29","Cartão de crédito",8.716,9.7
"227","836-82-5858","B","Mandalay","Membro","Masculino","Saúde e beleza",368.3547,9,1657.59615,3627.3573,"1/26/2019","19:14","Carteira eletrônica",312.165,4
"228","583-72-1480","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",196.7886,4,39.35772,794.5664,"1/31/2019","16:24","Carteira eletrônica",7.412,9.7
"229","466-61-5506","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",481.617,6,144.4851,2916.912,"2/26/2019","10:52","Dinheiro",27.21,5.3
"230","721-86-6247","A","Yangon","Normal","Feminino","Lar e estilo de vida",336.7602,8,134.70408,2719.4496,"03/11/2019","12:55","Carteira eletrônica",25.368,7.4
"231","289-65-5721","B","Mandalay","Normal","Feminino","Acessórios de moda",432.0747,2,43.20747,872.2864,"1/26/2019","19:28","Dinheiro",8.137,6.5
"232","545-46-3100","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",56.2329,3,84.34935,184.5837,"03/12/2019","13:52","Cartão de crédito",15.885,8.7
"233","418-02-5978","B","Mandalay","Normal","Feminino","Saúde e beleza",446.5179,9,2009.33055,4397.0661,"02/11/2019","10:54","Dinheiro",378.405,8
"234","269-04-5750","B","Mandalay","Membro","Masculino","Acessórios de moda",391.9842,4,78.39684,1582.7008,"2/21/2019","18:31","Dinheiro",14.764,6.7
"235","157-13-5295","A","Yangon","Membro","Masculino","Saúde e beleza",275.8014,10,137.9007,2783.984,"03/09/2019","18:24","Carteira eletrônica",25.97,6.5
"236","645-78-8093","A","Yangon","Normal","Feminino","Viagens e sports",494.5734,2,49.45734,998.4608,"1/20/2019","18:09","Carteira eletrônica",9.314,4.1
"237","211-30-9270","C","Naypyitaw","Normal","Masculino","Saúde e beleza",92.4471,5,231.11775,505.7605,"1/28/2019","15:16","Cartão de crédito",43.525,4.9
"238","755-12-3214","C","Naypyitaw","Membro","Feminino","Acessórios de moda",234.8082,5,58.70205,1185.096,"03/05/2019","17:07","Cartão de crédito",11.055,8.6
"239","346-84-3103","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",70.1982,5,17.54955,354.296,"03/02/2019","19:26","Dinheiro",3.305,4.3
"240","478-06-7835","A","Yangon","Normal","Masculino","Acessórios de moda",476.2539,1,238.12695,521.0989,"01/11/2019","11:20","Carteira eletrônica",44.845,4.9
"241","540-11-4336","A","Yangon","Normal","Masculino","Acessórios de moda",132.4314,9,59.59413,1203.1056,"01/11/2019","16:49","Cartão de crédito",11.223,5.6
"242","448-81-5016","A","Yangon","Normal","Masculino","Saúde e beleza",317.3787,2,31.73787,640.7344,"03/11/2019","12:01","Cartão de crédito",5.977,5.8
"243","142-72-4741","C","Naypyitaw","Membro","Masculino","Acessórios de moda",494.892,2,49.4892,999.104,"2/28/2019","18:37","Cartão de crédito",9.32,6
"244","217-58-1179","A","Yangon","Membro","Masculino","Lar e estilo de vida",332.6715,4,66.5343,1343.216,"01/05/2019","11:25","Dinheiro",12.53,4.2
"245","376-02-8238","B","Mandalay","Normal","Masculino","Lar e estilo de vida",498.4497,8,199.37988,4025.1456,"02/02/2019","18:42","Cartão de crédito",37.548,8.3
"246","530-90-9855","A","Yangon","Membro","Masculino","Lar e estilo de vida",252.7029,8,101.08116,2040.6592,"01/01/2019","14:47","Dinheiro",19.036,5.7
"247","866-05-7563","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",432.234,3,64.8351,1308.912,"02/09/2019","19:43","Dinheiro",12.21,4.8
"248","604-70-6476","A","Yangon","Membro","Masculino","Acessórios de moda",95.2614,5,23.81535,480.792,"1/23/2019","14:04","Carteira eletrônica",4.485,6.8
"249","799-71-1548","A","Yangon","Membro","Masculino","Acessórios eletrônicos",412.6932,4,82.53864,1666.3168,"01/07/2019","16:11","Cartão de crédito",15.544,8.8
"250","785-13-7708","B","Mandalay","Normal","Masculino","Acessórios de moda",387.9486,7,135.78201,2741.2112,"1/14/2019","19:06","Cartão de crédito",25.571,4.2
"251","845-51-0542","B","Mandalay","Membro","Masculino","Acessórios de moda",247.1805,9,1112.31225,2434.0995,"02/02/2019","15:34","Carteira eletrônica",209.475,6.4
"252","662-47-5456","C","Naypyitaw","Membro","Masculino","Acessórios de moda",186.8589,10,93.42945,1886.184,"3/17/2019","19:06","Cartão de crédito",17.595,8.4
"253","883-17-4236","C","Naypyitaw","Normal","Feminino","Viagens e sports",76.4109,2,7.64109,154.2608,"03/02/2019","19:44","Cartão de crédito",1.439,7.2
"254","290-68-2984","A","Yangon","Normal","Masculino","Lar e estilo de vida",126.1125,4,25.2225,509.2,"3/16/2019","11:22","Dinheiro",4.75,5.2
"255","704-11-6354","A","Yangon","Membro","Masculino","Lar e estilo de vida",312.759,8,125.1036,2525.632,"01/06/2019","11:23","Dinheiro",23.56,8.9
"256","110-48-7033","B","Mandalay","Membro","Masculino","Acessórios de moda",173.2122,4,34.64244,699.3728,"1/29/2019","14:12","Dinheiro",6.524,9
"257","366-93-0948","A","Yangon","Membro","Masculino","Acessórios eletrônicos",352.3185,1,176.15925,385.4935,"1/31/2019","10:46","Cartão de crédito",33.175,9.7
"258","729-09-9681","A","Yangon","Membro","Masculino","Lar e estilo de vida",137.5821,6,41.27463,833.2656,"02/05/2019","10:16","Carteira eletrônica",7.773,8.7
"259","151-16-1484","A","Yangon","Membro","Masculino","Acessórios eletrônicos",171.2475,4,34.2495,691.44,"2/13/2019","12:38","Carteira eletrônica",6.45,6.5
"260","380-94-4661","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",350.1414,4,70.02828,1413.7536,"02/07/2019","13:05","Cartão de crédito",13.188,6.9
"261","850-41-9669","A","Yangon","Normal","Feminino","Acessórios eletrônicos",398.5686,9,179.35587,3620.8944,"3/19/2019","13:25","Carteira eletrônica",33.777,6.2
"262","821-07-3596","C","Naypyitaw","Normal","Feminino","Acessórios de moda",87.3495,4,17.4699,352.688,"03/07/2019","14:53","Carteira eletrônica",3.29,5.6
"263","655-85-5130","B","Mandalay","Membro","Feminino","Acessórios de moda",203.373,4,40.6746,821.152,"3/13/2019","19:22","Dinheiro",7.66,5.7
"264","447-15-7839","A","Yangon","Membro","Feminino","Viagens e sports",118.0944,10,59.0472,1192.064,"02/09/2019","11:00","Dinheiro",11.12,4.2
"265","154-74-7179","B","Mandalay","Normal","Masculino","Viagens e sports",289.1295,1,144.56475,316.3545,"2/26/2019","19:24","Carteira eletrônica",27.225,7.9
"266","253-12-6086","A","Yangon","Membro","Feminino","Viagens e sports",522.504,7,182.8764,3691.968,"03/12/2019","12:43","Cartão de crédito",34.44,8.7
"267","808-65-0703","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",188.3457,4,37.66914,760.4768,"3/14/2019","17:22","Cartão de crédito",7.094,6.9
"268","571-94-0759","B","Mandalay","Membro","Feminino","Acessórios de moda",396.126,10,198.063,3998.56,"01/08/2019","20:55","Dinheiro",37.3,9.5
"269","144-51-6085","A","Yangon","Membro","Masculino","Lar e estilo de vida",375.6294,4,75.12588,1516.6656,"01/05/2019","16:05","Cartão de crédito",14.148,4.4
"270","731-14-2199","A","Yangon","Membro","Feminino","Lar e estilo de vida",188.7174,10,94.3587,1904.944,"01/04/2019","13:34","Carteira eletrônica",17.77,7
"271","783-09-1637","B","Mandalay","Normal","Feminino","Viagens e sports",358.0533,5,895.13325,1958.8415,"03/06/2019","18:13","Carteira eletrônica",168.575,6.3
"272","687-15-1097","C","Naypyitaw","Membro","Feminino","Saúde e beleza",112.1472,2,11.21472,226.4064,"01/03/2019","19:17","Dinheiro",2.112,9.7
"273","126-54-1082","A","Yangon","Membro","Feminino","Lar e estilo de vida",114.3774,9,51.46983,1039.0896,"01/07/2019","11:44","Cartão de crédito",9.693,8.8
"274","633-91-1052","A","Yangon","Normal","Feminino","Lar e estilo de vida",63.8793,2,6.38793,128.9616,"1/27/2019","15:51","Dinheiro",1.203,5.1
"275","477-24-6490","B","Mandalay","Normal","Feminino","Saúde e beleza",529.4601,6,158.83803,3206.6736,"2/26/2019","16:52","Carteira eletrônica",29.913,7.9
"276","566-19-5475","B","Mandalay","Normal","Masculino","Acessórios de moda",254.7207,7,891.52245,1950.9399,"01/07/2019","20:52","Dinheiro",167.895,6.2
"277","526-86-8552","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",115.8642,10,57.9321,1169.552,"01/07/2019","17:36","Dinheiro",10.91,7.1
"278","376-56-3573","C","Naypyitaw","Normal","Feminino","Acessórios de moda",506.6802,4,101.33604,2045.8048,"02/02/2019","13:23","Carteira eletrônica",19.084,6.4
"279","537-72-0426","C","Naypyitaw","Membro","Masculino","Acessórios de moda",376.9569,10,188.47845,3805.064,"3/20/2019","16:28","Dinheiro",35.495,5.7
"280","828-61-5674","A","Yangon","Membro","Masculino","Viagens e sports",233.7462,10,116.8731,2359.472,"3/20/2019","19:57","Cartão de crédito",22.01,9.6
"281","136-08-6195","A","Yangon","Normal","Feminino","Lar e estilo de vida",371.4876,8,148.59504,2999.8848,"2/15/2019","17:01","Cartão de crédito",27.984,6.4
"282","523-38-0215","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",196.47,1,9.8235,198.32,"03/06/2019","13:29","Cartão de crédito",1.85,7.9
"283","490-29-1201","A","Yangon","Normal","Feminino","Viagens e sports",81.4554,1,4.07277,82.2224,"01/06/2019","11:09","Dinheiro",0.767,6.5
"284","667-92-0055","A","Yangon","Membro","Masculino","Saúde e beleza",530.0973,6,159.02919,3210.5328,"03/04/2019","15:02","Carteira eletrônica",29.949,8.5
"285","565-17-3836","A","Yangon","Membro","Feminino","Saúde e beleza",253.1277,4,50.62554,1022.0448,"03/12/2019","14:21","Dinheiro",9.534,9.1
"286","498-41-1961","B","Mandalay","Normal","Masculino","Saúde e beleza",354.0708,5,88.5177,1787.024,"2/20/2019","18:01","Dinheiro",16.67,7.6
"287","593-95-4461","C","Naypyitaw","Membro","Masculino","Lar e estilo de vida",397.5066,1,19.87533,401.2496,"3/24/2019","14:49","Dinheiro",3.743,6.9
"288","226-71-3580","C","Naypyitaw","Normal","Feminino","Viagens e sports",126.1125,9,567.50625,1241.8875,"1/31/2019","12:02","Dinheiro",106.875,9.5
"289","283-79-9594","B","Mandalay","Normal","Feminino","Acessórios de moda",257.5881,7,901.55835,1972.9017,"1/25/2019","13:30","Cartão de crédito",169.785,5.2
"290","430-60-3493","A","Yangon","Membro","Feminino","Lar e estilo de vida",503.8128,7,176.33448,3559.8976,"02/03/2019","14:38","Dinheiro",33.208,4.2
"291","139-20-0155","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",213.993,10,106.9965,2160.08,"1/24/2019","17:37","Cartão de crédito",20.15,7
"292","558-80-4082","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",147.8835,7,517.59225,1132.6595,"3/14/2019","17:20","Carteira eletrônica",97.475,6
"293","278-97-7759","A","Yangon","Membro","Feminino","Acessórios eletrônicos",331.7688,1,16.58844,334.8928,"2/18/2019","20:29","Dinheiro",3.124,4.7
"294","316-68-6352","A","Yangon","Membro","Feminino","Acessórios de moda",193.0716,2,19.30716,389.7792,"1/21/2019","10:00","Dinheiro",3.636,7.1
"295","585-03-5943","B","Mandalay","Normal","Masculino","Saúde e beleza",96.1641,10,48.08205,970.696,"3/13/2019","11:46","Carteira eletrônica",9.055,5.9
"296","211-05-0490","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",275.6952,5,68.9238,1391.456,"03/03/2019","13:42","Dinheiro",12.98,7.5
"297","727-75-6477","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",153.1404,4,30.62808,618.3296,"3/29/2019","14:44","Dinheiro",5.768,6.4
"298","744-02-5987","A","Yangon","Membro","Masculino","Lar e estilo de vida",416.1978,6,124.85934,2520.7008,"01/10/2019","14:16","Carteira eletrônica",23.514,5.8
"299","307-83-9164","A","Yangon","Membro","Masculino","Lar e estilo de vida",318.6531,4,63.73062,1286.6144,"1/25/2019","15:54","Dinheiro",12.002,4.5
"300","779-06-0012","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",470.5191,1,235.25955,514.8241,"1/19/2019","10:21","Dinheiro",44.305,7.7
"301","446-47-6729","C","Naypyitaw","Normal","Masculino","Acessórios de moda",530.0442,2,53.00442,1070.0704,"01/02/2019","18:09","Cartão de crédito",9.982,6.7
"302","573-10-3877","B","Mandalay","Membro","Masculino","Saúde e beleza",207.1431,1,103.57155,226.6481,"03/12/2019","16:46","Cartão de crédito",19.505,4.7
"303","735-06-4124","C","Naypyitaw","Normal","Masculino","Acessórios de moda",258.1191,1,129.05955,282.4241,"2/25/2019","15:31","Dinheiro",24.305,4.4
"304","439-54-7422","A","Yangon","Normal","Feminino","Acessórios eletrônicos",271.8189,4,54.36378,1097.5136,"3/18/2019","17:15","Cartão de crédito",10.238,4.7
"305","396-90-2219","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",79.4376,8,31.77504,641.4848,"2/23/2019","12:29","Dinheiro",5.984,8.6
"306","411-77-0180","A","Yangon","Membro","Masculino","Acessórios eletrônicos",383.382,7,134.1837,2708.944,"3/26/2019","20:14","Carteira eletrônica",25.27,4.3
"307","286-01-5402","A","Yangon","Normal","Feminino","Viagens e sports",213.6213,7,747.67455,1636.1541,"3/30/2019","13:22","Dinheiro",140.805,9.6
"308","803-17-8013","A","Yangon","Membro","Feminino","Lar e estilo de vida",471.4749,8,188.58996,3807.3152,"2/17/2019","17:09","Dinheiro",35.516,4.1
"309","512-98-1403","A","Yangon","Membro","Feminino","Acessórios eletrônicos",140.6088,3,21.09132,425.7984,"3/21/2019","10:40","Carteira eletrônica",3.972,4.7
"310","848-42-2560","A","Yangon","Normal","Feminino","Acessórios de moda",434.9421,2,43.49421,878.0752,"03/05/2019","17:43","Dinheiro",8.191,7.8
"311","532-59-7201","B","Mandalay","Membro","Masculino","Viagens e sports",424.4283,6,127.32849,2570.5488,"1/31/2019","14:04","Dinheiro",23.979,5.5
"312","181-94-6432","C","Naypyitaw","Membro","Masculino","Acessórios de moda",368.1423,2,36.81423,743.2176,"02/05/2019","19:05","Carteira eletrônica",6.933,9.7
"313","870-76-1733","A","Yangon","Membro","Feminino","Acessórios de moda",75.5613,5,188.90325,413.3815,"02/01/2019","10:08","Cartão de crédito",35.575,4.4
"314","423-64-4619","A","Yangon","Membro","Feminino","Saúde e beleza",82.5705,9,371.56725,813.1095,"03/07/2019","13:12","Dinheiro",69.975,5
"315","227-07-4446","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",414.8703,10,207.43515,4187.768,"02/10/2019","20:51","Dinheiro",39.065,4.4
"316","174-36-3675","C","Naypyitaw","Membro","Masculino","Acessórios de moda",527.6547,2,52.76547,1065.2464,"2/14/2019","17:29","Dinheiro",9.937,5.2
"317","428-83-5800","C","Naypyitaw","Membro","Feminino","Acessórios de moda",111.9348,3,16.79022,338.9664,"02/09/2019","10:25","Dinheiro",3.162,7.3
"318","603-07-0961","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",397.1349,5,992.83725,2172.6495,"01/10/2019","11:34","Dinheiro",186.975,4.9
"319","704-20-4138","C","Naypyitaw","Membro","Feminino","Saúde e beleza",157.5477,7,551.41695,1206.6789,"03/11/2019","18:58","Cartão de crédito",103.845,8.1
"320","787-15-1757","C","Naypyitaw","Membro","Masculino","Saúde e beleza",234.0117,4,46.80234,944.8608,"2/18/2019","16:28","Carteira eletrônica",8.814,8.4
"321","649-11-3678","C","Naypyitaw","Normal","Feminino","Acessórios de moda",121.7583,9,547.91235,1199.0097,"2/26/2019","20:26","Dinheiro",103.185,5.5
"322","622-20-1945","C","Naypyitaw","Normal","Feminino","Saúde e beleza",209.3202,1,10.46601,211.2912,"1/18/2019","15:08","Dinheiro",1.971,8.4
"323","372-94-8041","A","Yangon","Normal","Masculino","Saúde e beleza",81.0306,6,24.30918,490.7616,"2/15/2019","18:03","Carteira eletrônica",4.578,9.8
"324","563-91-7120","A","Yangon","Normal","Feminino","Acessórios de moda",327.9987,5,819.99675,1794.4185,"03/08/2019","13:21","Dinheiro",154.425,6.7
"325","746-54-5508","A","Yangon","Normal","Masculino","Lar e estilo de vida",114.2712,6,34.28136,692.0832,"1/17/2019","12:48","Cartão de crédito",6.456,9.4
"326","276-54-0879","B","Mandalay","Normal","Masculino","Viagens e sports",518.9994,4,103.79988,2095.5456,"03/12/2019","19:53","Carteira eletrônica",19.548,6.4
"327","815-11-1168","A","Yangon","Membro","Masculino","Acessórios de moda",529.8318,5,132.45795,2674.104,"03/09/2019","19:09","Dinheiro",24.945,5.4
"328","719-76-3868","C","Naypyitaw","Membro","Masculino","Acessórios de moda",500.5206,4,100.10412,2020.9344,"03/12/2019","16:30","Dinheiro",18.852,8.6
"329","730-61-8757","B","Mandalay","Membro","Masculino","Saúde e beleza",271.5003,4,54.30006,1096.2272,"1/25/2019","10:11","Cartão de crédito",10.226,4
"330","340-66-0321","A","Yangon","Membro","Masculino","Acessórios eletrônicos",193.0716,4,38.61432,779.5584,"3/25/2019","13:07","Dinheiro",7.272,7.6
"331","868-81-1752","B","Mandalay","Normal","Masculino","Lar e estilo de vida",116.9262,9,52.61679,1062.2448,"02/07/2019","18:48","Dinheiro",9.909,6.8
"332","634-97-8956","A","Yangon","Normal","Masculino","Acessórios de moda",174.699,3,26.20485,529.032,"2/17/2019","17:27","Cartão de crédito",4.935,9.1
"333","566-71-1091","A","Yangon","Normal","Masculino","Acessórios de moda",408.9762,5,102.24405,2064.136,"02/03/2019","15:59","Dinheiro",19.255,5.5
"334","442-48-3607","A","Yangon","Membro","Masculino","Acessórios de moda",124.6788,2,12.46788,251.7056,"3/14/2019","11:21","Cartão de crédito",2.348,7.9
